reclat,reclong,mass
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
-71.5,35.66667,7
